Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,LinkedIn,Facebook,Contact Email,Phone Number,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Similar Companies,Trend Score (90 Days),Patents Granted,Most Popular Patent Class,Trademarks Registered,Most Popular Trademark Class,Diversity Spotlight
Kleecks,https://www.crunchbase.com/organization/kleecks,,"Information Technology, SEO, Software, Web Development","London, England, United Kingdom","Kleecks is a computer software company that provides SEO, digital marketing, software development, and consulting services.","47,374","Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://www.kleecks.com,https://www.linkedin.com/company/kleecks,https://www.facebook.com/kleeckseo,hello@kleecks.com,,,,,,,,,,,,,,"Information Technology, Internet Services, Sales and Marketing, Software",,,11-50,1.0,,2024-09-26,6500000.0,EUR,7265029.0,Venture - Series Unknown,6500000.0,EUR,7265029.0,Venture - Series Unknown,6500000.0,EUR,7265029.0,6500000.0,EUR,7265029.0,"BlackSheep Ventures, Axon Partners Group, Azimut Digitech Fund",1.0,3.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,20.0,-0.2,,,,,
Drivesec,https://www.crunchbase.com/organization/drivesec,,"Cyber Security, Internet of Things, Security","Torino, Piemonte, Italy",Drivesec is a cybersecurity company that develops security solutions for the IoT market.,"47,426","European Union (EU), Europe, Middle East, and Africa (EMEA)",10121,,Active,2017-01-01,year,,,,,For Profit,https://www.drivesec.com/,https://www.linkedin.com/company/drivesec-srl/?originalSubdomain=in,,,,"Drivesec creates cyber solutions to increase IoT system resilience to attacks. For the purpose of evaluating and validating the security needs of interconnected systems, they create methodologies and products. They provide consultation on rules and standards, threat modeling, assessing system vulnerabilities, designing hardware and software security systems, validating and testing those systems, reworking processes, and penetration testing.",,,,,,,,,,,,"Information Technology, Internet Services, Privacy and Security",2.0,"Giuseppe Faranda Cordella, Pasquale Buonocunto",11-50,2.0,Early Stage Venture,2025-02-18,3000000.0,EUR,3134459.0,Series A,3000000.0,EUR,3134459.0,Series A,3400000.0,EUR,3621603.0,3400000.0,EUR,3621603.0,"Levante Capital, LIFTT, LIFTT EuroInvest",3.0,3.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,9.0,-1.1,1.0,Computing; Calculating,0.0,,
Velasca,https://www.crunchbase.com/organization/velasca,,"E-Commerce, Fashion, Retail, Shoes","Milan, Lombardia, Italy","Velasca is a direct-to-consumer brand, focused on offering Made in Italy shoes at friendly prices.","47,475","European Union (EU), Europe, Middle East, and Africa (EMEA)",20144,$10M to $50M,Active,2013-05-06,day,,,,,For Profit,https://www.velasca.com/,https://www.linkedin.com/company/velasca,http://www.facebook.com/velascaitalia,hello@velasca.com,+390294755460,"Velasca is a direct-to-consumer brand, focused on offering Made in Italy shoes at friendly prices. Launched in 2013, Velasca now has several shops in Italy and is expanding internationally.",,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",2.0,"Enrico Casati, Jacopo Sebastio",51-100,8.0,Early Stage Venture,2021-07-31,2000000.0,EUR,2373400.0,Convertible Note,4500000.0,EUR,5024565.0,Series A,8245000.0,EUR,9330024.0,10245000.0,EUR,11703424.0,"P101, Milano Investment Partners SGR, Club Italia Investimenti 2, iStarter, Giovanni Gardelli",2.0,10.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,52.0,-0.2,0.0,,1.0,"Bleaching, cleaning, polishing, scouring and abrasive preparations; cosmetics",
Golee,https://www.crunchbase.com/organization/golee,,"Information Technology, SaaS, Software, Sports","Milano, Lombardia, Italy","Golee is the SaaS solution for the digitization of sport. We make Clubs and Federations work faster, communicate better and earn more","47,523","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://golee.it/,https://www.linkedin.com/company/golee/,https://www.facebook.com/goleeIT/,info@golee.it,,"Recent studies show that 95% of football clubs are still using paper to organize their activities, have poor online presence, and struggle to monitor sports activities. They are stuck in the 90s but they need to move! Golee is the SaaS solution for the digitization of Sport Clubs and Federations. With our one-stop platform they work faster, communicate better, earn more money Contact us to know why over 1500 clubs are using our platform to step into the digital era.",,,,,,,,,,,,"Information Technology, Software, Sports",2.0,"Felice Biancardi, Stiven Muccioli",11-50,2.0,Seed,2022-01-15,636000.0,EUR,726013.0,Seed,636000.0,EUR,726013.0,Seed,2936000.0,EUR,3535578.0,2936000.0,EUR,3535578.0,SeedBlink,,1.0,1.0,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,1.0,4.2,0.0,,2.0,Scientific and electric apparatus and instruments,
Smino,https://www.crunchbase.com/organization/smino,,"Construction, Mobile Apps, Real Estate, SaaS, Software","Rapperswil, Zurich, Switzerland",Smino is a cloud platform for the construction industry that provides all the necessary tools for workflows and successful collaboration.,"47,578","Europe, Middle East, and Africa (EMEA)",8640,,Active,2016-01-01,year,,,,,For Profit,https://smino.com/,https://www.linkedin.com/company/smino/,https://www.facebook.com/smino.ch/,info@smino.ch,+41556480782,Smino is a cloud platform for the construction industry that provides all the necessary tools for workflows and successful collaboration.,,,,,,,,,,,,"Apps, Mobile, Real Estate, Software",2.0,"Sandor Balogh, Silvio Busser",11-50,4.0,Private Equity,2023-08-28,,,,Private Equity,,,,Private Equity,3100000.0,CHF,3323987.0,3100000.0,CHF,3323987.0,"UBS, ZAKA VC, EquityPitcher Ventures, BitStone Capital, Serpentine Ventures",3.0,10.0,1.0,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,7.0,0.6,0.0,,1.0,Scientific and electric apparatus and instruments,
Mopso,https://www.crunchbase.com/organization/mopso,,"Consulting, Finance, Software","Milan, Lombardia, Italy",Software solutions for the anti-money laundering,"47,809","European Union (EU), Europe, Middle East, and Africa (EMEA)",20122,,Active,2021-04-12,day,,,,,For Profit,https://www.mopso.eu/,https://www.linkedin.com/company/mopso-srl/,,andrea@mopso.it,,,,,,,,,,,,,,"Financial Services, Professional Services, Software",1.0,Andrea Danielli,1-10,1.0,Seed,2025-02-27,1000000.0,EUR,1047766.0,Seed,1000000.0,EUR,1047766.0,Seed,1000000.0,EUR,1047766.0,1000000.0,EUR,1047766.0,"CDP Venture Capital, Apside, Moltiply",1.0,3.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,9.0,-2.4,,,,,
Lampoo,https://www.crunchbase.com/organization/lampoo,,"E-Commerce, Fashion, Jewelry, Secondhand Goods","Milan, Lombardia, Italy",The one-of-a-kind marketplace for authenticated second-hand luxury clothing and accessories.,"48,089","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.lampoo.com/en/,https://www.linkedin.com/company/lampoo/,https://www.facebook.com/lampoo.world/,customercare@lampoo.com,+39 0249462186,"Lampoo is an authenticated second-hand luxury clothing and accessory marketplace. Its platform offers its customers a new way to shop responsibly by favoring quality second-hand luxury pieces over new ones, thereby contributing to the creation of a more sustainable future for fashion by extending the life cycle of every product it sells. Founded in 2019, the company has soon become one of the leading resale platforms in Europe with offices and boutiques in Milan and London.",,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",1.0,Enrico Trombini,11-50,5.0,Early Stage Venture,2023-02-21,4350000.0,EUR,4633367.0,Series A,4350000.0,EUR,4633367.0,Series A,10600000.0,EUR,12012836.0,12600000.0,EUR,14289436.0,"CDP Venture Capital, Proximity Capital, Moffu Labs, FG2 Capital, Luiss Alumni 4 Growth",,5.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,13.0,0.9,0.0,,4.0,Advertising; business,
EPICODE,https://www.crunchbase.com/organization/epicode-school,,"Corporate Training, EdTech, Personal Development, Recruiting, Training","Rome, Lazio, Italy",Epicode is the online career accelerator that offers training and coaching for ICT professionals and talent recruitment for ICT companies,"48,278","European Union (EU), Europe, Middle East, and Africa (EMEA)",00154,$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://epicode.com,https://it.linkedin.com/school/epicodeitalia/,https://www.facebook.com/epicode/,info@epicode.com,,"Train thousands of talents every year. Transforming talents into tech careers. Convert careers into successful lives. To do all this, you have to be more than just a school, better than a university, and more than a traditional recruiting company. Through online courses and an all-in-one experience, EPICODE offers tracks from zero to a tech career in the fields of web development, data analytics, cybersecurity and marketing technology.",,,,,,,,,,,,"Education, Professional Services, Software",5.0,"Claudio Vaccaro, Diego Banovaz, Ivan Ranza, Marco Rosci, Tobia De Angelis",11-50,3.0,Early Stage Venture,2022-03-09,10000000.0,EUR,11073572.0,Series A,10000000.0,EUR,11073572.0,Series A,11000000.0,EUR,12263712.0,11000000.0,EUR,12263712.0,"Y Combinator, Matteo de Brabant, Paolo Barberis, Fabio Cannavale, Niccolò Colussi",2.0,14.0,1.0,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,10.0,-0.3,0.0,,3.0,Education; entertainment,
Tot,https://www.crunchbase.com/organization/tot-money,,FinTech,"Milan, Lombardia, Italy",Tot is a business banking platform for SMEs.,"49,025","European Union (EU), Europe, Middle East, and Africa (EMEA)",20124,$1M to $10M,Active,2020-12-02,day,,,,,For Profit,https://www.tot.money,https://www.linkedin.com/company/totmoney/,,marketing@tot.money,,Tot is a business banking platform for SMEs.,,,,,,,,,,,,Financial Services,3.0,"Andrea Susta, Bruno Reggiani, Doris Messina",11-50,1.0,Seed,2021-06-11,2000000.0,EUR,2421791.0,Pre-Seed,2000000.0,EUR,2421791.0,Pre-Seed,2000000.0,EUR,2421791.0,2000000.0,EUR,2421791.0,Banca Sella,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,9.0,1.9,0.0,,1.0,Scientific and electric apparatus and instruments,
Cyclica,https://www.crunchbase.com/organization/cyclica,,"Biotechnology, Health Care, Medical, Pharmaceutical","Toronto, Ontario, Canada",Cyclica is a company that creates patented cloud-based predictive analytics software to find safer and more effective medicines.,"49,393",Great Lakes,M5J 1A7,$1M to $10M,Closed,2013-05-01,month,2023-05-08,day,,none,For Profit,http://www.cyclicarx.com,https://www.linkedin.com/company/cyclica,https://www.facebook.com/cyclica,inquiries@cyclicarx.com,+1 416 304 9201,"Cyclica is the partner of choice for data-driven drug discovery. The software developed by the company uses biophysics and artificial intelligence (AI) to improve drug discovery practices by generating a list of putative ligand-protein interactions, allowing health institutions to prioritize lead candidates, elucidate adverse effects, and understand repurposing opportunities.",,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",2.0,"Jason Mitakidis, Naheed Kurji",11-50,8.0,M&A,2022-11-15,2400000.0,CAD,1807935.0,Grant,23000000.0,CAD,16855065.0,Series B,23285065.0,USD,23285065.0,25615832.0,USD,25615832.0,"Bill & Melinda Gates Foundation, Drive Capital, GreenSky Ventures, StartUp Health, Chiesi Farmaceutici",3.0,11.0,,Was Acquired,Cyclica acquired by Recursion Pharmaceuticals,https://www.crunchbase.com/acquisition/recursion-pharmaceuticals-acquires-cyclica--9bb1f859,Recursion Pharmaceuticals,https://www.crunchbase.com/organization/recursion-pharmaceuticals,2023-05-08,day,40000000.0,USD,40000000.0,Acquisition,,Private,,,,,,,,,,,,,7.0,-0.6,0.0,,0.0,,
Eoliann,https://www.crunchbase.com/organization/eoliann,,"Information Technology, Insurance, Professional Services, SaaS, Software","Torino, Piemonte, Italy",SaaS Climate Risk Predictions,"49,917","European Union (EU), Europe, Middle East, and Africa (EMEA)",10128,$1M to $10M,Active,2022-06-14,day,,,,,For Profit,https://www.eoliann.com/,https://www.linkedin.com/company/eoliann/,,info@eoliann.com,,Eoliann leverages satellite data and proprietary ML algorithms to forecast the probability and impact of specific climate risk events to improve insurance policy creation and prudential disclosure on ESG risks.,,,,,,,,,,,,"Financial Services, Information Technology, Other, Software",,,11-50,2.0,Seed,2022-11-23,1500000.0,EUR,1562723.0,Pre-Seed,1500000.0,EUR,1562723.0,Pre-Seed,1500000.0,EUR,1562723.0,1532500.0,EUR,1596572.0,"Primo Capital, Exor Ventures, Compagnia di San Paolo",1.0,3.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,10.0,0.0,0.0,,4.0,Scientific and electric apparatus and instruments,
Cognivix,https://www.crunchbase.com/organization/cognivix,,"Computer Vision, Industrial, Manufacturing, Robotics","Pescara, Abruzzi, Italy",Cognivix offers vision solutions for robotic picking and manipulation in smart manufacturing.,"49,926","European Union (EU), Europe, Middle East, and Africa (EMEA)",65127,,Active,2021-07-01,month,,,,,For Profit,https://cognivix.com/,,,info@cognivix.com,,"Leveraging the latest research results in machine learning and thanks to our proprietary data acquisition technology, Cognivix can automate robotic grasping and manipulation in high-mix low-volume processes. Our vision system is able to plan accurate grasps in low or sharp light and is unaffected by clutter. This makes it adaptable to work in factories that are not planned for traditional automation. Changes in the production line are quickly taken care of thanks to an automated and simple to use data acquisition system that can move a new part to production in less than a day.",,,,,,,,,,,,"Hardware, Manufacturing, Science and Engineering, Software",5.0,"Daniele Bernardini, Francesco Scalise, Giorgio Calapa, Leonardo Tassini, Marco Caccamo",1-10,5.0,,2025-01-15,500000.0,EUR,514683.0,Equity Crowdfunding,500000.0,EUR,514683.0,Equity Crowdfunding,903000.0,EUR,939671.0,1643000.0,EUR,1685638.0,"Invitalia, Magic Spectrum",2.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,11.0,2.8,0.0,,0.0,,
NANDO,https://www.crunchbase.com/organization/re-learn,,"Artificial Intelligence (AI), CleanTech, Facilities Support Services, PropTech, SaaS, Waste Management","Turin, Piemonte, Italy",We simplify waste management by connecting data to organization. | Waste is more.,"50,413","European Union (EU), Europe, Middle East, and Africa (EMEA)",10122,$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.nandoai.com/,https://www.linkedin.com/company/nando-ai,,info@nandoai.com,,"We make waste management simpler by providing data in an accessible, clear and efficient way to environmental professionals. NANDO, is a cutting-edge artificial intelligence, that delivers actionable insights for measuring, analyzing, and optimizing waste management. This empowers companies and communities to minimize their waste impact, safeguarding the planet for future generations.",,,,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Real Estate, Science and Engineering, Software, Sustainability",5.0,"Fabrizio Custorella, Federico Fedi, Giovanni Lucifora, Giovanni Lucifora, Simone Cavariani",11-50,7.0,Seed,2023-11-11,1000000.0,EUR,1069750.0,Seed,1000000.0,EUR,1069750.0,Seed,1110000.0,EUR,1185848.0,1265000.0,EUR,1365394.0,"CDP Venture Capital, European Innovation Council, B4i - Bocconi for innovation, Feel Venture, Sensible Capital",3.0,8.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,10.0,2.0,,,,,
3Bee,https://www.crunchbase.com/organization/3bee,,"Agriculture, Farming, Food and Beverage","Fino Mornasco, Lombardia, Italy","3Bee, Europe’s scale-up for biodiversity services. 3Bee is the first company able to measure and re-generate ecosystem biodiversity.","50,555","European Union (EU), Europe, Middle East, and Africa (EMEA)",22073,Less than $1M,Active,2017-01-01,year,,,,,For Profit,https://www.3bee.com,https://www.linkedin.com/company/3beesrl/,https://www.facebook.com/3Bee.eu,info@3bee.com,,"3Bee develops technologies in the field of hive monitoring, prevention, and care.",,,,,,,,,,,,"Agriculture and Farming, Food and Beverage",1.0,Niccolò Calandri,51-100,6.0,Early Stage Venture,2023-11-03,,,,Grant,5200000.0,EUR,5365383.0,Series A,5200000.0,EUR,5365383.0,6200000.0,EUR,6485888.0,"EIC Accelerator, GROW Agrifoodtech Accelerator, Anya Capital, SIREF, ESA - GRANT",2.0,5.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.0,0.4,0.0,,3.0,Scientific and electric apparatus and instruments,
