Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Facebook,LinkedIn,Contact Email,Phone Number,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Lead Investments,Number of Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,Delisted Date,Delisted Date Precision,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Trend Score (90 Days),Similar Companies,Patents Granted,Trademarks Registered,Most Popular Patent Class,Most Popular Trademark Class
Cyberneid,https://www.crunchbase.com/organization/cyberneid,,"Artificial Intelligence (AI), Biometrics, Blockchain, Identity Management, Image Recognition, Information Technology, Productivity Tools, Software","Napoli, Campania, Italy","Cyberneid develops and offers solutions for identity proofing, KYC, digital signature, biometric recognition, biometric payments.","110,342","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2019-09-16,day,,,,,For Profit,https://www.cyberneid.com,https://www.facebook.com/cyberneid,https://www.linkedin.com/company/cyberneid,info@cyberneid.com,,"Cyberneid is an innovative startup specializing in artificial intelligence, electronic identity, and blockchain. Cyberneid designs, creates and manages services and software/hardware solutions, mobile and desktop, for: - the use of the electronic identity card; - the electronic passport; - the digital signature and certification of documents in compliance with the eIDAS regulation; - identity-proofing reinforced with Deep Learning; - eKYC optimized with Machine Learning and Deep Learning; - secure onboarding and strong authentication; - the management of virtual electronic identities on smartphones. - the blockchain especially regarding NFT and SBT. Cyberneid develops customized software, supplies SDKs and complete kits for ID-proofing, onboarding, eKYC, strong authentication, and digital signature procedures, and provides consultancy and training in blockchain, cybersecurity, and ICT security. Cyberneid is also a SPID service provider accredited by AgID. Cyberneid, for customers in the fintech, PA, healthcare, and utility sectors, has collectively certified over 1 million electronic identities and signed over 1.5 million documents while apps published on app stores have received over 1.5 million downloads. Among the main customers, Cyberneid includes: in Italy IPZS, PagoPA, Namirial, Campus Biomedico University of Rome, Don Gnocchi Foundation; in Croatia Zagrebacka Banka; in Azerbaijan the Ministry of Technology (MCHTC), AzInTelecom, AzPul.",,,,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Other, Privacy and Security, Science and Engineering, Software",1,Ugo Chirico,1-10,1,Seed,2021-05-20,175000,EUR,213937,Seed,175000,EUR,213937,Seed,175000,EUR,213937,175000,EUR,213937,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.7,7,0,4,,Scientific and electric apparatus and instruments
MyLab Nutrition,https://www.crunchbase.com/organization/mylab-nutrition,,"Dietary Supplements, Fitness, Health Care, Nutrition, Wellness","Rome, Lazio, Italy",MyLab Nutrition is the first service in Europe for the creation of customized sport supplements.,"110,829","European Union (EU), Europe, Middle East, and Africa (EMEA)",00185,Less than $1M,Active,2018-01-15,day,,,,,For Profit,https://mylabnutrition.net/,https://www.facebook.com/mylabnutritiongroup,https://www.linkedin.com/company/mylabnutrition/,gianluca.perra@mylabnutrition.net,+39 351 96 93 267,"MyLab Nutrition Group owns T-Rex Integratori, Nutracle, Suprapet and MyLab Nutrition brands. It creates and distributes high quality Made in Italy supplements through its brands using an high technological innovative approach.  The corporate vision is to allow people to achieve the highest level of well-being through targeted precision integration via supplements.  The corporate mission is to recommend perfect supplements to each person based on their needs through interactive consultancy that process datas via A.I.  mylabnutrition.net is the first interactive portal that recommends the perfect dietary supplements for each person's specific needs through an interactive consultancy.",,,,,,,,,,,,"Food and Beverage, Health Care, Sports",2,"Daniele Fumi, Gianluca Perra",1-10,2,Seed,2021-10-06,600000,EUR,693241,Seed,600000,EUR,693241,Seed,680000,EUR,791375,680000,EUR,791375,"CDP Venture Capital, Net4Capital, LVenture Group",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.1,11,0,2,,"Bleaching, cleaning, polishing, scouring and abrasive preparations; cosmetics"
Searcode,https://www.crunchbase.com/organization/searcode,,"Digital Marketing, Hardware, SEO, Software","Catanzaro, Calabria, Italy",Searcode is a software and digital marketing company.,"111,028","European Union (EU), Europe, Middle East, and Africa (EMEA)",88100,Less than $1M,Active,2019-01-01,year,,,,,For Profit,https://searcode.com,,https://www.linkedin.com/company/searcode,,,Searcode is hardware and digital transformation service. They research and development to innovative technological devices and supply advanced IT architectures for each sector. Their services include search engine optimization and marketing.,,,,,,,,,,,,"Hardware, Internet Services, Sales and Marketing, Software",,,1-10,1,,2025-03-06,400000,EUR,431500,Convertible Note,,,,,,,,400000,EUR,431500,Intesa Sanpaolo,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1,9,,,,
Genuine Way,https://www.crunchbase.com/organization/genuine-way,,"Computer, Software","Lugano, Ticino, Switzerland",Genuine Way is a tech service provider specializing in the development and distribution of blockchain-integrated solutions.,"111,579","Europe, Middle East, and Africa (EMEA)",6900,,Active,2018-01-01,year,,,,,For Profit,https://genuineway.io/,,https://www.linkedin.com/company/genuine-way/,sales@genuineway.io,+39 3385748677,"Genuine Way is a tech service provider specializing in the development and distribution of blockchain-integrated solutions for manufacturers of consumer goods in the food, fashion, cosmetics & pharma industries.",,,,,,,,,,,,"Consumer Electronics, Hardware, Software",2,"Luca Nardelli, Walfredo Gherardesca",1-10,2,Seed,2022-05-02,550000,EUR,578031,Seed,550000,EUR,578031,Seed,550000,EUR,578031,628031,USD,628031,"Block.one, EOS VC Fund",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.1,7,0,1,,Scientific and electric apparatus and instruments
All Well,https://www.crunchbase.com/organization/all-well,,"Health Care, Health Insurance, Insurance, InsurTech","Milano, Lombardia, Italy",All Well is a health insurtech that develops an insurance plan for Small and Medium Enterprises as well as private individuals.,"111,869","European Union (EU), Europe, Middle East, and Africa (EMEA)",20123,,Active,2022-01-01,day,,,,,For Profit,https://all-well.it/,,https://www.linkedin.com/company/all-well-srl/,info@all-well.it,,All Well is the emerging Italian health insurtech.  Our mission is to simplify the access to health care starting from the insurance world. As a first step into our mission we developed a fully digital and streamlined insurance plan for Small and Medium Enterprises as well as private individuals.,,,,,,,,,,,,"Financial Services, Health Care",1,Flavio De Laurentis,11-50,3,,2023-04-17,500000,EUR,546230,Undisclosed,500000,EUR,546230,Undisclosed,1400000,EUR,1524812,1400000,EUR,1524812,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.2,5,0,1,,Insurance; financial affairs
Gizmogo,https://www.crunchbase.com/organization/gizmogo,,E-Commerce,"Corona, California, United States","Gizmogo is a C2B platform for selling and recycling used electronic devices such as smartphones, laptops, cameras, drones, etc.","115,165","Greater Los Angeles Area, Inland Empire, West Coast",92878,$1M to $10M,Active,2020-01-01,year,,,,,For Profit,http://www.gizmogo.com,https://www.facebook.com/joingizmogo,https://www.linkedin.com/company/joingizmogo,marketing@gizmogo.com,9099700022,"Gizmogo is a C2B platform for selling and recycling used electronic devices such as smartphones, laptops, cameras, drones, etc. Gizmogo is addressing the growing e-waste challenge by encouraging customers to use a safe, secure, and responsible device disposal service. Their goal is to provide a convenient and secure solution for electrical gadget trade-ins.",,,,,,,,,,,,Commerce and Shopping,1,James Wang,11-50,1,Seed,2020-09-15,2000000,USD,2000000,Seed,2000000,USD,2000000,Seed,2000000,USD,2000000,2000000,USD,2000000,"KOONWING CAPITAL (HK) LIMITED, Yupeng Zhang",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.4,7,,,,
1Control,https://www.crunchbase.com/organization/1control,,"Apps, Internet of Things, Mobile, Smart Home","Brescia, Lombardia, Italy",1Control create IoT devices that make smart every exiting opening system.,"115,189","European Union (EU), Europe, Middle East, and Africa (EMEA)",25121,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://www.1control.it,,https://www.linkedin.com/company/1control,,,"1Control is a developer of smart home products intended to automate various household activities. The single user experience to access home with a smartphone or smartwatch (Apple and Android wearOS  with the SOLO gate opener, open the gate and garage. They manage all openings, even remotely and with voice commands. They manage company access from computers without using management complexes. The smart telepass device offers digital services within reach of the car.",,,,,,,,,,,,"Apps, Consumer Electronics, Internet Services, Mobile, Real Estate, Software",1,Francesco Sarasini,11-50,5,,2023-12-01,1000000,EUR,1089258,Venture - Series Unknown,1000000,EUR,1089258,Venture - Series Unknown,2619000,EUR,2924288,2619000,EUR,2924288,"Fondo Rilancio Startup, ALIcrowd",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.6,2,0,2,,Scientific and electric apparatus and instruments
PWD Industrial Filtration,https://www.crunchbase.com/organization/brandolisio,,"Chemical, Cosmetics, Food and Beverage, Industrial, Industrial Engineering, Industrial Manufacturing, Manufacturing, Pharmaceutical","Padova, Veneto, Italy","Novel technology for industrial filtration, purification and drying of specialty compounds (Pharma,, Cosmetics, Chemical, Food&Beverage)","116,697","European Union (EU), Europe, Middle East, and Africa (EMEA)",35027,$1M to $10M,Active,2017-01-01,year,,,,,For Profit,http://www.pwdfiltration.com,,https://www.linkedin.com/company/pwdfiltration/,igor@pwdfiltration.com,,"We are an innovative Italian SME bringing a highly disruptive technology for industrial filtration, purification and drying of specialty compounds (such as Active Pharmaceutical Ingredients, fine chemicals, food ingredients etc.). The initial application targets Pharma, Cosmetics, Chemicals and Food&Beverage markets and offers equipment for laboratories, pilot plants and production plants. As our innovative patented technology is able to meet the unmet needs of the market and create significant operational and financial benefits for the users, we enjoy extensive interest/demand for our technology. Furthermore, the technology fully embraces the Industry 4.0/5.0 concept with extensive level of automation reducing the needs for manual interventions. Equipped with predictive/prescriptive algorithms, the technology is able to keep improving the manufacturing processes and keep creating benefits for the users.  Finally, our technology supports environmental sustainability transforming historically not-very-environmental-friendly processes into environmental friendly processes by significantly reducing/eliminating Greenhouse Gases emissions, significantly reducing energy consumption and limiting amounts of chemical solvents used during purification.",,,,,,,,,,,,"Consumer Goods, Food and Beverage, Health Care, Manufacturing, Science and Engineering",,,11-50,2,,2022-09-29,750000,EUR,737199,Debt Financing,,,,,,,,3249000,EUR,3534441,"EASME, Invitalia",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.6,10,,,,
MinervaS,https://www.crunchbase.com/organization/minervas,,"CleanTech, Energy Efficiency, Energy Management, GreenTech","Fisciano, Campania, Italy",MinervaS offers innovative solutions in the energy and automotive sectors towards the reduction of CO2 and the on-board energy management.,"118,899","European Union (EU), Europe, Middle East, and Africa (EMEA)",84084,Less than $1M,Active,2020-07-28,day,,,,,For Profit,https://www.minervas.it,https://www.facebook.com/minervascompany,https://www.linkedin.com/company/minervascompany/,info@minervas.it,(+39) 3207504440,"MinervaS is the university spin-off that offers innovative solutions in the energy and automotive sectors towards the reduction of CO2 and the on-board energy management. The product of MinervaS can be customised for vehicle with any propulsion (conventional, hybrid, electric or fuel cells).  MinervaS provides a suite of integrated solutions for smart & future mobility, from driving advisors to fleet management tools, all tailored to the vehicle and size of the customer's business.",,,,,,,,,,,,"Energy, Sustainability",6,"Cesare Pianese, Ennio Andrea Adinolfi, Flavio Giannetti, Ivan Arsie, Pierpaolo Polverino, Tommaso D'Onofrio",1-10,2,Seed,2022-06-01,200000,EUR,213026,Grant,170000,EUR,205204,Angel,170000,EUR,205204,370000,EUR,418230,"EIT Urban Mobility, Invitalia",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.5,7,,,,
Tela,https://www.crunchbase.com/organization/tela-fbc9,,SaaS,"Serino, Campania, Italy","Tela is a cloud SaaS that assists museum owners in optimizing structural maintenance, as well as automating sales and booking procedures.","119,366","European Union (EU), Europe, Middle East, and Africa (EMEA)",83028,,Active,2018-01-01,year,,,,,For Profit,https://app.culturatela.it,,https://www.linkedin.com/company/culturatela,,,"Tela is a cloud SaaS that assists museum owners in optimizing structural maintenance, as well as automating sales and booking procedures.",,,,,,,,,,,,Software,,,1-10,2,Seed,2023-06-11,89375,EUR,96080,Pre-Seed,89375,EUR,96080,Pre-Seed,89375,EUR,96080,89375,EUR,96080,"Startup Wise Guys, Startup Wise Guys SaaS Milan",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.9,2,,,,
Develop Players,https://www.crunchbase.com/organization/develop-players,,"Artificial Intelligence (AI), E-Learning, Machine Learning, Online Games, Software","Cesena, Emilia-Romagna, Italy",Develop Players is a software company that provides game solutions based on machine-learning techniques and artificial intelligence.,"120,447","European Union (EU), Europe, Middle East, and Africa (EMEA)",47122,Less than $1M,Active,2021-08-30,day,,,,,For Profit,https://www.develop-players.com,https://www.facebook.com/developplayers,https://www.linkedin.com/company/develop-players/,info@develop-players.org,+39 345 3307882,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Gaming, Science and Engineering, Software",1,Davide Paolillo,1-10,1,Seed,2023-12-27,600000,EUR,666507,Seed,600000,EUR,666507,Seed,600000,EUR,666507,600000,EUR,666507,"Privilège Ventures, SocialFare, Opes Italia",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.3,19,,,,
Nextome,https://www.crunchbase.com/organization/nextome-srls,,"Mobile, Navigation, Software","Conversano, Puglia, Italy",Nextome is the most advanced RTLS and indoor positioning solution that makes your venues smarter than ever.,"120,429","European Union (EU), Europe, Middle East, and Africa (EMEA)",70014,$1M to $10M,Active,2014-01-10,day,,,,,For Profit,http://www.nextome.com,https://www.facebook.com/nextomeapp/,https://www.linkedin.com/company/nextome,info@nextome.com,+390808806915,"Nextome is the most advanced RTLS and indoor positioning solution that makes your venues smarter than ever. Thanks to our state-of-the-art indoor maps and positioning system, you can now make warehouses, malls, airports, stations, hospitals and all kinds of indoor spaces more accessible than before. We believe in a world with no boundaries. In Nextome, we strive to create a seamless integration between inner and outer space. And we do it by creating cutting-edge indoor navigation and positioning systems that make spaces smarter and unleash new creative opportunities for companies, developers and people.",,,,,,,,,,,,"Mobile, Navigation and Mapping, Software",3,"Domenico Colucci, Giangiuseppe Tateo, Vincenzo Dentamaro",11-50,5,Seed,2022-03-05,1450000,EUR,1584452,Grant,200000,EUR,233320,Seed,250000,EUR,295944,2000000,EUR,2217822,MassChallenge,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.2,3,3,2,Testing,Scientific and electric apparatus and instruments
BEYOND THE BOX,https://www.crunchbase.com/organization/beyond-the-box-48e1,,"Artificial Intelligence (AI), E-Learning, EdTech, Human Resources","Milano, Lombardia, Italy",subscription-based platform to get on-demand support from professional experts in 1:1 video calls,"120,481","European Union (EU), Europe, Middle East, and Africa (EMEA)",20127,,Active,2019-02-13,day,,,,,For Profit,https://beyondthebox.it/,https://www.facebook.com/sharingcompetencies/?eid=ARA1YSOF634geUA_CcNnfleHGj6vso1BrOOkzxrCR7UT8LoDs5B8Igbt5FBSZbAVsWmHpG1iaxGnhMTL,https://www.linkedin.com/company/sharingcompetencies/?viewAsMember=true,info@beyondthebox.it,,"BEYOND THE BOX is the subscription-based skills platform for enterprises that harnesses the power of artificial intelligence to match the professional requests of employees with the right experts and connects them, over one-to-one video calls of 20 or 40 minutes, to get support for their daily challenges and learn through interaction.",,,,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",2,"ALEKSANDRA MARAVIC, MASSIMO CICCARONE",1-10,2,Seed,2022-12-30,650000,EUR,697197,Pre-Seed,650000,EUR,697197,Pre-Seed,830000,EUR,891984,830000,EUR,891984,CDP Venture Capital,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.2,5,0,1,,Advertising; business
