Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Facebook,LinkedIn,Contact Email,Phone Number,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Trend Score (90 Days),Similar Companies,Patents Granted,Trademarks Registered,Most Popular Patent Class,Most Popular Trademark Class
Holey,https://www.crunchbase.com/organization/holey,,"Health Care, Manufacturing, Medical","Roma, Lazio, Italy",Holey specializes in the design and manufacture of orthopedic products.,"2,554,042","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2016-01-01,day,,,,,For Profit,https://holey.it/,https://www.facebook.com/HoleyOrthopedics/,https://www.linkedin.com/company/holeyorthopedic/,info@holey.it,,,,,,,,,,,,,,"Health Care, Manufacturing",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.9,30,,,,
Melevendi,https://www.crunchbase.com/organization/melevendi,,"Food and Beverage, Food Delivery, Grocery","Udine, Friuli-Venezia Giulia, Italy",Melevendi is a home delivery service that offers products directly from the fruit and vegetable market.,"2,593,534","European Union (EU), Europe, Middle East, and Africa (EMEA)",33100,,Active,2020-01-01,year,,,,,For Profit,https://www.melevendi.it/,https://www.facebook.com/melevendi/,https://www.linkedin.com/company/melevendi,ordini@melevendi.it,+39 327 015 3041,"Melevendi is a home delivery service that offers products directly from the fruit and vegetable market. It was founded in 2020 in Udine, Friuli-Venezia Giulia.",,,,,,,,,,,,"Food and Beverage, Transportation",1,Filippo Veronese,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.2,7,,,,
Etciuu,https://www.crunchbase.com/organization/etciuu,,"Information Technology, Marketplace, Mobile Apps, Video Chat","Lecce, Puglia, Italy","Etciuu offers integrated mobile application with marketplace, video calls, and audio messaging features to influencers and content creators.","2,597,462","European Union (EU), Europe, Middle East, and Africa (EMEA)",73100,$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://www.etciuu.com/?lang=en,https://www.facebook.com/AppEtciuu,https://www.linkedin.com/company/etciuu-ibp/,info@etciuu.com,+39 339 407 9511,,,,,,,,,,,,,"Apps, Commerce and Shopping, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software",1,Marco Di Gioacchino,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.4,3,0,1,,Scientific and electric apparatus and instruments
Musical Mass,https://www.crunchbase.com/organization/musical-mass,,Music,,Musical Mass distributes independent music on the major digital platforms globally. ,"2,678,824",,,,Active,,,,,,,For Profit,https://www.musicalmass.com,,,,,Musical Mass distributes independent music on the major digital platforms globally. ,,,,,,,,,,,,"Media and Entertainment, Music and Audio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.8,1,,,,
SlowIt,https://www.crunchbase.com/organization/slowit,,"Leisure, Online Portals, Travel",,SlowIt is an online platform for booking and comparing active trips by bike and on foot.,"2,681,100",,,,Active,,,,,,,For Profit,,,,,,"SlowIt is an online platform for booking and comparing active trips by bike and on foot. The company's site allows tourists interested in types of active holidays to compare hundreds of tours (comparing price, level of difficulty, and included services) and book them with a simple click.",,,,,,,,,,,,"Community and Lifestyle, Internet Services, Travel and Tourism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.1,10,,,,
UNITRIPS,https://www.crunchbase.com/organization/unitrips,,,"Madrid, Madrid, Spain",We join solo travellers in amazing group experience. We speak Spanish and English. Our travellers love us.,"2,703,071","European Union (EU), Europe, Middle East, and Africa (EMEA)",28015,,Active,2014-01-01,year,,,,,For Profit,https://unitrips.es,https://www.facebook.com/unitrips.travel,https://www.linkedin.com/company/unitrips-europe/,marco@unitrips.es,+34 655 373453,CFO,,,,,,,,,,,,,,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.5,,,,,
XRD,https://www.crunchbase.com/organization/xrd,,"Industrial, Manufacturing, Retail","Beijing, Beijing, China",XRD sells Cummins diesel generators and Deawoo diesel generator sets.,"2,734,425",Asia-Pacific (APAC),,,Active,,,,,,,For Profit,https://www.jhxshipping.com,,https://www.linkedin.com/company/jing-huaxuan-shipping-h-k-co-ltd,anln888@163.com,86-13571914161,"XRD is a company specializing in the sale of diesel generator sets, offering products from reputable manufacturers such as Cummins and Doosan Daewoo. These generators are designed to provide power solutions for various applications.",,,,,,,,,,,,"Commerce and Shopping, Manufacturing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.3,10,,,,
Agri Island,https://www.crunchbase.com/organization/agri-island,,"Agriculture, AgTech, Farming, Technical Support","Rome, Lazio, Italy",Agri Island provides design and construction of systems for aquaponic agriculture and fish farming.,"2,743,159","European Union (EU), Europe, Middle East, and Africa (EMEA)",00147,,Active,2017-01-01,year,,,,,For Profit,https://agriisland.it,https://www.facebook.com/AgriIsland,https://www.linkedin.com/company/agriisland,info@agriisland.it,+39 349 47 12 532,"Agri Island designs and builds agro-industrial plants by combining technology, environmental sustainability, and a circular economy. They operate in the circular economy, in the sectors of design and construction of systems for aquaponic agriculture and fish farming, in research and development for sustainable agriculture, and in agricultural production through innovative farms. They provide customized solutions to the customer and company needs. The customer contact through phone number, email, and application form.",,,,,,,,,,,,"Agriculture and Farming, Information Technology, Other",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.9,19,,,,
Spedire.com,https://www.crunchbase.com/organization/spedire-com,,"Courier Service, Shipping, Transportation","Rovereto, Trentino-Alto Adige, Italy",Spedire.com is an online courier platform that allows individuals and businesses to send parcels.,"2,757,499","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,,,,,,,For Profit,https://www.spedire.com,https://www.facebook.com/spedirecom,https://www.linkedin.com/company/spedire-com,info@spedire.com,39 5933660481,"Spedire.com operates in the insurance industry, offering services that facilitate the sending of packages. The company provides a platform that allows users to compare prices from different couriers, book the shipment, and track the package until it reaches its destination. It also offers insurance for the packages sent through its platform, ensuring the safety and security of the items being shipped.",,,,,,,,,,,,"Administrative Services, Transportation",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.7,,,,,
E-motion,https://www.crunchbase.com/organization/e-motion-made4ecommerce,,"E-Commerce, Internet, Logistics","Torino, Piemonte, Italy","E-motion is an eCommerce firm that offers a platform for the management of multi-channel order fulfillment, shipping, aftersales & returns.","2,785,830","European Union (EU), Europe, Middle East, and Africa (EMEA)",10138,$1M to $10M,Active,,,,,,,For Profit,https://www.e-motion.com/?lang=en,https://www.facebook.com/made4ecommerce/,https://www.linkedin.com/company/e-motion-made4ecommerce,info@e-motion.com,+39 011 19720330,,,,,,,,,,,,,"Commerce and Shopping, Internet Services, Transportation",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.4,2,,,,
AOP4Water,https://www.crunchbase.com/organization/aop4water,,"Waste Management, Water","Bari, Puglia, Italy",AOP4Water is a water technology company that provides water and wastewater treatment solutions based on advanced oxidation processes.,"2,856,650","European Union (EU), Europe, Middle East, and Africa (EMEA)",70056,,Active,2021-05-06,day,,,,,For Profit,https://www.aop4water.com,,,info@aop4water.com,+ 39 080 3382460,"AOP4Water produces technologies for water and wastewater treatment, and also soil remediation, that are primarily based on advanced oxidation processes. They provide assistance in developing innovative and long-term solutions for water-wastewater treatment and soil remediation.",,,,,,,,,,,,"Natural Resources, Sustainability",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-2.1,12,,,,
Stargraph,https://www.crunchbase.com/organization/stargraph,,"Apps, Loyalty Programs, Mobile Apps","Rome, Lazio, Italy",Stargraph is an app that transforms autographs in an unforgettable experience.,"2,860,302","European Union (EU), Europe, Middle East, and Africa (EMEA)",00199,,Active,2017-01-01,year,,,,,For Profit,http://www.stargraph.it/,https://www.facebook.com/StargraphApp/,https://www.linkedin.com/company/stargraph/,hello@stargraph.it,,"Stargraph is an app that transforms autographs in an unforgettable experience. Stargraph allows you to receive Stargraph autograph if you participate in major events such as concerts, games, Formula 1 and MotoGP races.",,,,,,,,,,,,"Apps, Mobile, Sales and Marketing, Software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.8,5,0,2,,Scientific and electric apparatus and instruments
B2book,https://www.crunchbase.com/organization/b2book,,"Advertising, Information Technology",,Company operating in digital marketing and data engineering fields,"2,863,151",,,,Active,2015-04-30,day,2015-04-30,day,,,For Profit,http://www.b2book.com,,,,,,,,,,,,,,,,,"Advertising, Information Technology, Sales and Marketing",,,1-10,,M&A,,,,,,,,,,,,,,,,,,,,Was Acquired,B2book acquired by Bancomail SpA,https://www.crunchbase.com/acquisition/bancomail-acquires-b2book--f07f264c,Bancomail SpA,https://www.crunchbase.com/organization/bancomail,2015-04-30,day,25000,EUR,28033,Acquisition,Cash & Stock,Private,,,,,,,,,,,,,-0.8,4,,,,
Turbogen,https://www.crunchbase.com/organization/turbogen,,"Energy, Innovation Management","Reno, Nevada, United States","TurboGen offers a range of turbine controls and parts by Woodward Governor, GE, Siemens, and Bently Nevada.","2,863,663",Western US,89503,,Closed,2012-01-01,year,,,2020-01-01,year,For Profit,,,https://www.linkedin.com/company/turbogen-technology/,,,"TurboGen offers a range of turbine controls and parts by Woodward Governor, GE, Siemens, and Bently Nevada. The company is based in Reno, Nevada.",,,,,,,,,,,,"Energy, Professional Services",1,Roman Shulman,11-50,2,,2020-12-21,,,,Grant,170000,USD,170000,Venture - Series Unknown,170000,USD,170000,170000,USD,170000,BIRD Energy,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-2.4,,6,0,Generation; Conversion Or Distribution Of Electric Power,
Lac2Lab,https://www.crunchbase.com/organization/lac2lab,,"Biotechnology, Life Science, Product Research","Bologna, Emilia-Romagna, Italy",Lac2Lab develops additives derived from agri-food waste using laboratory products in research and development in the life science industry.,"2,877,882","European Union (EU), Europe, Middle East, and Africa (EMEA)",40139,,Active,2021-01-01,year,,,,,For Profit,https://www.lac2lab.com,https://www.facebook.com/Lac2Lab/,https://www.linkedin.com/company/lac2lab/,lac2lab@lac2lab.com,+39 3334928494,"Lac2Lab specializes in transforming expired milk, waste from large retailers and producers that would otherwise be destroyed, into whey to be utilized as a nutrient for cell cultures to replace fetal bovine serum. Expiring milk is turned into lac2lab standard serum, which is utilized as a nutrition for cell cultures to replace fetal bovine serum using an alternative method.",,,,,,,,,,,,"Biotechnology, Data and Analytics, Design, Science and Engineering",1,Luca Bertolasi,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.4,9,,,,
Wellmicro,https://www.crunchbase.com/organization/wellmicro,,"Biotechnology, Medical, Training","Bologna, Emilia-Romagna, Italy",Wellmicro is a provider of research and experimental development services.,"2,931,778","European Union (EU), Europe, Middle East, and Africa (EMEA)",40129,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://wellmicro.com,https://www.facebook.com/wellmicro.italia,https://www.linkedin.com/company/wellmicro-s-r-l-,info@wellmicro.com,+39 051 6398444,"Wellmicro offers experimental development services for the biotechnology sector. They also offer intestinal microbiota analysis services as well as advisory, assistance, and training on scientific research and the development of commercial products in the microbiota sector, enabling clients to meet their biotechnology research and experimental development needs.",,,,,,,,,,,,"Biotechnology, Education, Health Care, Science and Engineering",1,Andrea Castagnetti,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-2.6,9,4,2,Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation Or Genetic Engineering,"Pharmaceutical, veterinary and sanitary products"
Puritalia Automobili,https://www.crunchbase.com/organization/puritalia-automobili,,"Automotive, Manufacturing, Product Design","Napoli, Campania, Italy",Puritalia Automobili is a design and manufacturer of cars.,"2,932,738","European Union (EU), Europe, Middle East, and Africa (EMEA)",80122,$1M to $10M,Active,2010-01-01,year,,,,,For Profit,https://www.puritalia.com,https://www.facebook.com/PuritaliaAutomobili,https://www.linkedin.com/company/puritalia-automobili/,info@puritalia.com,,Puritalia Automobili is a car designer and manufacturer that also makes use of cutting-edge technology. The sports cars are produced to order in small batches using a combination of distinctive design and rigorous craftsmanship.,,,,,,,,,,,,"Design, Manufacturing, Transportation",1,Paolo Parente,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.2,46,,,,
Doggybell,https://www.crunchbase.com/organization/doggybell,,"Information Services, Pet, Training","Vicenza, Veneto, Italy",Doggybell offers training and educational materials for dog owners seeking dog training lessons.,"2,935,494","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,Active,2018-01-01,year,,,,,For Profit,https://doggybell.com,https://www.facebook.com/doggybell.dogtraining,https://www.linkedin.com/company/doggybell/,aiuto@doggybell.com,+39 3395754872,,,,,,,,,,,,,"Community and Lifestyle, Education, Information Technology",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.3,11,,,,
Storitalia,https://www.crunchbase.com/organization/storitalia,,"E-Commerce, Furniture, Retail","Milan, Lombardia, Italy","Storitalia is an online platform that promotes, markets, and sells artistic products.","2,980,183","European Union (EU), Europe, Middle East, and Africa (EMEA)",20133,,Active,2017-01-01,year,,,,,For Profit,https://storitalia.com,https://www.facebook.com/storitalia2020/,https://www.linkedin.com/company/storitalia,concierge@storitalia.com,,"Storitalia is an online shopping platform devoted to art and artistic craftsmanship. They assist member companies in promoting and marketing their products on a national and international scale through three levels of operation are e-commerce, editions, events, exhibitions, and projects.",,,,,,,,,,,,"Commerce and Shopping, Consumer Goods",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.4,12,,,,
Netith,https://www.crunchbase.com/organization/netith,,"Consulting, Digital Media, Outsourcing","Paterno, Sicilia, Italy","Netith is a hub where spaces, innovation, and skills accelerate business through a digital community.","2,988,294","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://www.netith.com,https://www.facebook.com/netithcom,https://www.linkedin.com/company/netith,info@netith.com,39 095 2292500,,,,,,,,,,,,,"Media and Entertainment, Professional Services",,,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.4,3,,,,
Kalya,https://www.crunchbase.com/organization/kalya,,"Construction, Consulting, Property Management, Real Estate, Software, Training","Montevideo, NA - Uruguay, Uruguay","Kalya Software Uruguay offers software solutions for construction project management, real estate, and internet specialties.","3,001,682",Latin America,,,Active,,,,,,,For Profit,https://kalya.com.uy,,https://www.linkedin.com/company/kalya-software-uruguay,,598 99 40 1000,"Kalya Software Uruguay is a software company that specializes in providing integrated solutions for budgeting, managing, and controlling construction projects. The company's software offers unit price analysis, architectural analysis, and construction certification. In addition, Kalya Software Uruguay also provides software solutions for real estate and internet specialties. With a team of 75 employees, the company is committed to delivering effective software solutions to its clients.",,,,,,,,,,,,"Education, Professional Services, Real Estate, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.3,10,,,,
